fens,moves,score
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/4P2N/2NB4/PPPP1PPP/R1BQK2R b KQ - 8 6,d7d6,1
r1bq1rk1/ppp2ppp/2np1n2/2b1p3/4P2N/2NB4/PPPP1PPP/R1BQK2R w KQ - 0 7,e1g1,-1
r1bq1rk1/ppp2ppp/2np1n2/2b1p3/4P2N/2NB4/PPPP1PPP/R1BQ1RK1 b - - 1 7,c8g4,1
r2q1rk1/ppp2ppp/2np1n2/2b1p3/4P1bN/2NB4/PPPP1PPP/R1BQ1RK1 w - - 2 8,d1f3,-1
r2q1rk1/ppp2ppp/2np1n2/2b1p3/4P1bN/2NB1Q2/PPPP1PPP/R1B2RK1 b - - 3 8,g4f3,1
r2q1rk1/ppp2ppp/2np1n2/2b1p3/4P2N/2NB1b2/PPPP1PPP/R1B2RK1 w - - 0 9,g2f3,-1
r2q1rk1/ppp2ppp/2np1n2/2b1p3/4P2N/2NB1P2/PPPP1P1P/R1B2RK1 b - - 0 9,c6d4,1
r2q1rk1/ppp2ppp/3p1n2/2b1p3/3nP2N/2NB1P2/PPPP1P1P/R1B2RK1 w - - 1 10,d3e2,-1
r2q1rk1/ppp2ppp/3p1n2/2b1p3/3nP2N/2N2P2/PPPPBP1P/R1B2RK1 b - - 2 10,d4f3,1
r2q1rk1/ppp2ppp/3p1n2/2b1p3/4P2N/2N2n2/PPPPBP1P/R1B2RK1 w - - 0 11,g1g2,-1
r2q1rk1/ppp2ppp/3p1n2/2b1p3/4P2N/2N2n2/PPPPBPKP/R1B2R2 b - - 1 11,f3d4,1
r2q1rk1/ppp2ppp/3p1n2/2b1p3/3nP2N/2N5/PPPPBPKP/R1B2R2 w - - 2 12,e2g4,-1
r2q1rk1/ppp2ppp/3p1n2/2b1p3/3nP1BN/2N5/PPPP1PKP/R1B2R2 b - - 3 12,f6e4,1
r2q1rk1/ppp2ppp/3p4/2b1p3/3nn1BN/2N5/PPPP1PKP/R1B2R2 w - - 0 13,g4f5,-1
r2q1rk1/ppp2ppp/3p4/2b1pB2/3nn2N/2N5/PPPP1PKP/R1B2R2 b - - 1 13,d8g5,1
r4rk1/ppp2ppp/3p4/2b1pBq1/3nn2N/2N5/PPPP1PKP/R1B2R2 w - - 2 14,f5g4,-1
r4rk1/ppp2ppp/3p4/2b1p1q1/3nn1BN/2N5/PPPP1PKP/R1B2R2 b - - 3 14,g5g4,1
r4rk1/ppp2ppp/3p4/2b1p3/3nn1qN/2N5/PPPP1PKP/R1B2R2 w - - 0 15,g2h1,-1
r4rk1/ppp2ppp/3p4/2b1p3/3nn1qN/2N5/PPPP1P1P/R1B2R1K b - - 1 15,f8e8,1
r3r1k1/ppp2ppp/3p4/2b1p3/3nn1qN/2N5/PPPP1P1P/R1B2R1K w - - 2 16,c3d1,-1
r3r1k1/ppp2ppp/3p4/2b1p3/3nn1qN/8/PPPP1P1P/R1BN1R1K b - - 3 16,f7f5,1
r3r1k1/ppp3pp/3p4/2b1pp2/3nn1qN/8/PPPP1P1P/R1BN1R1K w - - 0 17,h4f5,-1
r3r1k1/ppp3pp/3p4/2b1pN2/3nn1q1/8/PPPP1P1P/R1BN1R1K b - - 0 17,g4f3,1
r3r1k1/ppp3pp/3p4/2b1pN2/3nn3/5q2/PPPP1P1P/R1BN1R1K w - - 1 18,h1g1,-1
r3r1k1/ppp3pp/3p4/2b1pN2/3nn3/5q2/PPPP1P1P/R1BN1RK1 b - - 2 18,g8h8,1
r3r2k/ppp3pp/3p4/2b1pN2/3nn3/5q2/PPPP1P1P/R1BN1RK1 w - - 3 19,c2c4,-1
r3r2k/ppp3pp/3p4/2b1pN2/2Pnn3/5q2/PP1P1P1P/R1BN1RK1 b - - 0 19,d4e2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a2a3,1
rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1,e7e5,-1
rnbqkbnr/pppp1ppp/8/4p3/8/P7/1PPPPPPP/RNBQKBNR w KQkq - 0 2,e2e4,1
rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2,b8c6,-1
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/P7/1PPP1PPP/RNBQKBNR w KQkq - 1 3,g1f3,1
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/P4N2/1PPP1PPP/RNBQKB1R b KQkq - 2 3,g8f6,-1
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/P4N2/1PPP1PPP/RNBQKB1R w KQkq - 3 4,f1c4,1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/P4N2/1PPP1PPP/RNBQK2R b KQkq - 4 4,f8c5,-1
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/P4N2/1PPP1PPP/RNBQK2R w KQkq - 5 5,c4f1,1
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/P4N2/1PPP1PPP/RNBQKB1R b KQkq - 6 5,e8g8,-1
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/4P3/P4N2/1PPP1PPP/RNBQKB1R w KQ - 7 6,d2d4,1
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/3PP3/P4N2/1PP2PPP/RNBQKB1R b KQ - 0 6,e5d4,-1
r1bq1rk1/pppp1ppp/2n2n2/2b5/3pP3/P4N2/1PP2PPP/RNBQKB1R w KQ - 0 7,d1e2,1
r1bq1rk1/pppp1ppp/2n2n2/2b5/3pP3/P4N2/1PP1QPPP/RNB1KB1R b KQ - 1 7,c5b6,-1
r1bq1rk1/pppp1ppp/1bn2n2/8/3pP3/P4N2/1PP1QPPP/RNB1KB1R w KQ - 2 8,b1c3,1
r1bq1rk1/pppp1ppp/1bn2n2/8/3pP3/P1N2N2/1PP1QPPP/R1B1KB1R b KQ - 3 8,d4c3,-1
r1bq1rk1/pppp1ppp/1bn2n2/8/4P3/P1p2N2/1PP1QPPP/R1B1KB1R w KQ - 0 9,b2c3,1
r1bq1rk1/pppp1ppp/1bn2n2/8/4P3/P1P2N2/2P1QPPP/R1B1KB1R b KQ - 0 9,h7h6,-1
r1bq1rk1/pppp1pp1/1bn2n1p/8/4P3/P1P2N2/2P1QPPP/R1B1KB1R w KQ - 0 10,e2d3,1
r1bq1rk1/pppp1pp1/1bn2n1p/8/4P3/P1PQ1N2/2P2PPP/R1B1KB1R b KQ - 1 10,a7a6,-1
r1bq1rk1/1ppp1pp1/pbn2n1p/8/4P3/P1PQ1N2/2P2PPP/R1B1KB1R w KQ - 0 11,a1a2,1
r1bq1rk1/1ppp1pp1/pbn2n1p/8/4P3/P1PQ1N2/R1P2PPP/2B1KB1R b K - 1 11,d8e7,-1
r1b2rk1/1pppqpp1/pbn2n1p/8/4P3/P1PQ1N2/R1P2PPP/2B1KB1R w K - 2 12,f1e2,1
r1b2rk1/1pppqpp1/pbn2n1p/8/4P3/P1PQ1N2/R1P1BPPP/2B1K2R b K - 3 12,f8d8,-1
r1br2k1/1pppqpp1/pbn2n1p/8/4P3/P1PQ1N2/R1P1BPPP/2B1K2R w K - 4 13,e4e5,1
r1br2k1/1pppqpp1/pbn2n1p/4P3/8/P1PQ1N2/R1P1BPPP/2B1K2R b K - 0 13,f6d5,-1
r1br2k1/1pppqpp1/pbn4p/3nP3/8/P1PQ1N2/R1P1BPPP/2B1K2R w K - 1 14,e1g1,1
r1br2k1/1pppqpp1/pbn4p/3nP3/8/P1PQ1N2/R1P1BPPP/2B2RK1 b - - 2 14,d5b4,-1
r1br2k1/1pppqpp1/pbn4p/4P3/1n6/P1PQ1N2/R1P1BPPP/2B2RK1 w - - 3 15,a3b4,1
r1br2k1/1pppqpp1/pbn4p/4P3/1P6/2PQ1N2/R1P1BPPP/2B2RK1 b - - 0 15,c6d4,-1
r1br2k1/1pppqpp1/pb5p/4P3/1P1n4/2PQ1N2/R1P1BPPP/2B2RK1 w - - 1 16,d3c4,1
r1br2k1/1pppqpp1/pb5p/4P3/1PQn4/2P2N2/R1P1BPPP/2B2RK1 b - - 2 16,d4e2,-1
r1br2k1/1pppqpp1/pb5p/4P3/1PQ5/2P2N2/R1P1nPPP/2B2RK1 w - - 0 17,c4e2,1
r1br2k1/1pppqpp1/pb5p/4P3/1P6/2P2N2/R1P1QPPP/2B2RK1 b - - 0 17,e7f6,-1
r1br2k1/1ppp1pp1/pb3q1p/4P3/1P6/2P2N2/R1P1QPPP/2B2RK1 w - - 1 18,f3h4,1
r1br2k1/1ppp1pp1/pb3q1p/4P3/1P5N/2P5/R1P1QPPP/2B2RK1 b - - 2 18,f6e5,-1
r1br2k1/1ppp1pp1/pb5p/4q3/1P5N/2P5/R1P1QPPP/2B2RK1 w - - 0 19,f1e1,1
r1br2k1/1ppp1pp1/pb5p/4q3/1P5N/2P5/R1P1QPPP/2B1R1K1 b - - 1 19,e5d4,-1
r1br2k1/1ppp1pp1/pb5p/8/1P1q3N/2P5/R1P1QPPP/2B1R1K1 w - - 2 20,c3d4,1
r1br2k1/1ppp1pp1/pb5p/8/1P1P3N/8/R1P1QPPP/2B1R1K1 b - - 0 20,d7d6,-1
r1br2k1/1pp2pp1/pb1p3p/8/1P1P3N/8/R1P1QPPP/2B1R1K1 w - - 0 21,h4f3,1
r1br2k1/1pp2pp1/pb1p3p/8/1P1P4/5N2/R1P1QPPP/2B1R1K1 b - - 1 21,a6a5,-1
r1br2k1/1pp2pp1/1b1p3p/p7/1P1P4/5N2/R1P1QPPP/2B1R1K1 w - - 0 22,b4a5,1
r1br2k1/1pp2pp1/1b1p3p/P7/3P4/5N2/R1P1QPPP/2B1R1K1 b - - 0 22,b6c5,-1
r1br2k1/1pp2pp1/3p3p/P1b5/3P4/5N2/R1P1QPPP/2B1R1K1 w - - 1 23,g2g3,1
r1br2k1/1pp2pp1/3p3p/P1b5/3P4/5NP1/R1P1QP1P/2B1R1K1 b - - 0 23,c5b6,-1
r1br2k1/1pp2pp1/1b1p3p/P7/3P4/5NP1/R1P1QP1P/2B1R1K1 w - - 1 24,c1b2,1
r1br2k1/1pp2pp1/1b1p3p/P7/3P4/5NP1/RBP1QP1P/4R1K1 b - - 2 24,b6c5,-1
r1br2k1/1pp2pp1/3p3p/P1b5/3P4/5NP1/RBP1QP1P/4R1K1 w - - 3 25,e1f1,1
r1br2k1/1pp2pp1/3p3p/P1b5/3P4/5NP1/RBP1QP1P/5RK1 b - - 4 25,c5b6,-1
r1br2k1/1pp2pp1/1b1p3p/P7/3P4/5NP1/RBP1QP1P/5RK1 w - - 5 26,f3e5,1
r1br2k1/1pp2pp1/1b1p3p/P3N3/3P4/6P1/RBP1QP1P/5RK1 b - - 6 26,b6c5,-1
r1br2k1/1pp2pp1/3p3p/P1b1N3/3P4/6P1/RBP1QP1P/5RK1 w - - 7 27,e5f3,1
r1br2k1/1pp2pp1/3p3p/P1b5/3P4/5NP1/RBP1QP1P/5RK1 b - - 8 27,c5b6,-1
r1br2k1/1pp2pp1/1b1p3p/P7/3P4/5NP1/RBP1QP1P/5RK1 w - - 9 28,g1g2,1
r1br2k1/1pp2pp1/1b1p3p/P7/3P4/5NP1/RBP1QPKP/5R2 b - - 10 28,b6c5,-1
r1br2k1/1pp2pp1/3p3p/P1b5/3P4/5NP1/RBP1QPKP/5R2 w - - 11 29,e2e6,1
r1br2k1/1pp2pp1/3pQ2p/P1b5/3P4/5NP1/RBP2PKP/5R2 b - - 12 29,f7e6,-1
r1br2k1/1pp3p1/3pp2p/P1b5/3P4/5NP1/RBP2PKP/5R2 w - - 0 30,d4c5,1
r1br2k1/1pp3p1/3pp2p/P1P5/8/5NP1/RBP2PKP/5R2 b - - 0 30,d6c5,-1
r1br2k1/1pp3p1/4p2p/P1p5/8/5NP1/RBP2PKP/5R2 w - - 0 31,a2a3,1
r1br2k1/1pp3p1/4p2p/P1p5/8/R4NP1/1BP2PKP/5R2 b - - 1 31,b7b5,-1
r1br2k1/2p3p1/4p2p/Ppp5/8/R4NP1/1BP2PKP/5R2 w - b6 0 32,a3e3,1
r1br2k1/2p3p1/4p2p/Ppp5/8/4RNP1/1BP2PKP/5R2 b - - 1 32,c8b7,-1
r2r2k1/1bp3p1/4p2p/Ppp5/8/4RNP1/1BP2PKP/5R2 w - - 2 33,b2e5,1
r2r2k1/1bp3p1/4p2p/Ppp1B3/8/4RNP1/2P2PKP/5R2 b - - 3 33,b7c8,-1
r1br2k1/2p3p1/4p2p/Ppp1B3/8/4RNP1/2P2PKP/5R2 w - - 4 34,e5c7,1
r1br2k1/2B3p1/4p2p/Ppp5/8/4RNP1/2P2PKP/5R2 b - - 0 34,d8e8,-1
r1b1r1k1/2B3p1/4p2p/Ppp5/8/4RNP1/2P2PKP/5R2 w - - 1 35,e3b3,1
r1b1r1k1/2B3p1/4p2p/Ppp5/8/1R3NP1/2P2PKP/5R2 b - - 2 35,c8b7,-1
r3r1k1/1bB3p1/4p2p/Ppp5/8/1R3NP1/2P2PKP/5R2 w - - 3 36,b3b5,1
r3r1k1/1bB3p1/4p2p/PRp5/8/5NP1/2P2PKP/5R2 b - - 0 36,a8d8,-1
3rr1k1/1bB3p1/4p2p/PRp5/8/5NP1/2P2PKP/5R2 w - - 1 37,b5b7,1
3rr1k1/1RB3p1/4p2p/P1p5/8/5NP1/2P2PKP/5R2 b - - 0 37,d8d7,-1
4r1k1/1RBr2p1/4p2p/P1p5/8/5NP1/2P2PKP/5R2 w - - 1 38,b7b8,1
1R2r1k1/2Br2p1/4p2p/P1p5/8/5NP1/2P2PKP/5R2 b - - 2 38,e8d8,-1
1R1r2k1/2Br2p1/4p2p/P1p5/8/5NP1/2P2PKP/5R2 w - - 3 39,b8d8,1
3R2k1/2Br2p1/4p2p/P1p5/8/5NP1/2P2PKP/5R2 b - - 0 39,d7d8,-1
3r2k1/2B3p1/4p2p/P1p5/8/5NP1/2P2PKP/5R2 w - - 0 40,c7e5,1
3r2k1/6p1/4p2p/P1p1B3/8/5NP1/2P2PKP/5R2 b - - 1 40,d8d2,-1
6k1/6p1/4p2p/P1p1B3/8/5NP1/2Pr1PKP/5R2 w - - 2 41,e5a1,1
6k1/6p1/4p2p/P1p5/8/5NP1/2Pr1PKP/B4R2 b - - 3 41,g8f8,-1
5k2/6p1/4p2p/P1p5/8/5NP1/2Pr1PKP/B4R2 w - - 4 42,f1h1,1
5k2/6p1/4p2p/P1p5/8/5NP1/2Pr1PKP/B6R b - - 5 42,f8e7,-1
8/4k1p1/4p2p/P1p5/8/5NP1/2Pr1PKP/B6R w - - 6 43,h1b1,1
8/4k1p1/4p2p/P1p5/8/5NP1/2Pr1PKP/BR6 b - - 7 43,g7g5,-1
8/4k3/4p2p/P1p3p1/8/5NP1/2Pr1PKP/BR6 w - - 0 44,b1e1,1
8/4k3/4p2p/P1p3p1/8/5NP1/2Pr1PKP/B3R3 b - - 1 44,d2f2,-1
8/4k3/4p2p/P1p3p1/8/5NP1/2P2rKP/B3R3 w - - 0 45,g2g1,1
8/4k3/4p2p/P1p3p1/8/5NP1/2P2r1P/B3R1K1 b - - 1 45,f2g2,-1
8/4k3/4p2p/P1p3p1/8/5NP1/2P3rP/B3R1K1 w - - 2 46,g1g2,1
8/4k3/4p2p/P1p3p1/8/5NP1/2P3KP/B3R3 b - - 0 46,e7d7,-1
8/3k4/4p2p/P1p3p1/8/5NP1/2P3KP/B3R3 w - - 1 47,e1b1,1
8/3k4/4p2p/P1p3p1/8/5NP1/2P3KP/BR6 b - - 2 47,d7c6,-1
8/8/2k1p2p/P1p3p1/8/5NP1/2P3KP/BR6 w - - 3 48,b1c1,1
8/8/2k1p2p/P1p3p1/8/5NP1/2P3KP/B1R5 b - - 4 48,c6d5,-1
8/8/4p2p/P1pk2p1/8/5NP1/2P3KP/B1R5 w - - 5 49,f3e1,1
8/8/4p2p/P1pk2p1/8/6P1/2P3KP/B1R1N3 b - - 6 49,c5c4,-1
8/8/4p2p/P2k2p1/2p5/6P1/2P3KP/B1R1N3 w - - 0 50,g2g1,1
8/8/4p2p/P2k2p1/2p5/6P1/2P4P/B1R1N1K1 b - - 1 50,e6e5,-1
8/8/7p/P2kp1p1/2p5/6P1/2P4P/B1R1N1K1 w - - 0 51,e1d3,1
8/8/7p/P2kp1p1/2p5/3N2P1/2P4P/B1R3K1 b - - 1 51,c4c3,-1
8/8/7p/P2kp1p1/8/2pN2P1/2P4P/B1R3K1 w - - 0 52,h2h4,1
8/8/7p/P2kp1p1/7P/2pN2P1/2P5/B1R3K1 b - - 0 52,g5g4,-1
8/8/7p/P2kp3/6pP/2pN2P1/2P5/B1R3K1 w - - 0 53,h4h5,1
8/8/7p/P2kp2P/6p1/2pN2P1/2P5/B1R3K1 b - - 0 53,d5e4,-1
8/8/7p/P3p2P/4k1p1/2pN2P1/2P5/B1R3K1 w - - 1 54,d3e5,1
8/8/7p/P3N2P/4k1p1/2p3P1/2P5/B1R3K1 b - - 0 54,e4d4,-1
8/8/7p/P3N2P/3k2p1/2p3P1/2P5/B1R3K1 w - - 1 55,e5f7,1
8/5N2/7p/P6P/3k2p1/2p3P1/2P5/B1R3K1 b - - 2 55,d4d5,-1
8/5N2/7p/P2k3P/6p1/2p3P1/2P5/B1R3K1 w - - 3 56,g1h2,1
8/5N2/7p/P2k3P/6p1/2p3P1/2P4K/B1R5 b - - 4 56,d5c5,-1
8/5N2/7p/P1k4P/6p1/2p3P1/2P4K/B1R5 w - - 5 57,f7h6,1
8/8/7N/P1k4P/6p1/2p3P1/2P4K/B1R5 b - - 0 57,c5d5,-1
8/8/7N/P2k3P/6p1/2p3P1/2P4K/B1R5 w - - 1 58,h6g4,1
8/8/8/P2k3P/6N1/2p3P1/2P4K/B1R5 b - - 0 58,d5c5,-1
8/8/8/P1k4P/6N1/2p3P1/2P4K/B1R5 w - - 1 59,g4f2,1
8/8/8/P1k4P/8/2p3P1/2P2N1K/B1R5 b - - 2 59,c5d5,-1
8/8/8/P2k3P/8/2p3P1/2P2N1K/B1R5 w - - 3 60,c1g1,1
8/8/8/P2k3P/8/2p3P1/2P2N1K/B5R1 b - - 4 60,d5e5,-1
8/8/8/P3k2P/8/2p3P1/2P2N1K/B5R1 w - - 5 61,a1c3,1
8/8/8/P3k2P/8/2B3P1/2P2N1K/6R1 b - - 0 61,e5d5,-1
8/8/8/P2k3P/8/2B3P1/2P2N1K/6R1 w - - 1 62,c3b2,1
8/8/8/P2k3P/8/6P1/1BP2N1K/6R1 b - - 2 62,d5c5,-1
8/8/8/P1k4P/8/6P1/1BP2N1K/6R1 w - - 3 63,f2g4,1
8/8/8/P1k4P/6N1/6P1/1BP4K/6R1 b - - 4 63,c5d5,-1
8/8/8/P2k3P/6N1/6P1/1BP4K/6R1 w - - 5 64,g1a1,1
8/8/8/P2k3P/6N1/6P1/1BP4K/R7 b - - 6 64,d5c5,-1
8/8/8/P1k4P/6N1/6P1/1BP4K/R7 w - - 7 65,h5h6,1
8/8/7P/P1k5/6N1/6P1/1BP4K/R7 b - - 0 65,c5d5,-1
8/8/7P/P2k4/6N1/6P1/1BP4K/R7 w - - 1 66,h6h7,1
8/7P/8/P2k4/6N1/6P1/1BP4K/R7 b - - 0 66,d5c5,-1
8/7P/8/P1k5/6N1/6P1/1BP4K/R7 w - - 1 67,g4f2,1
8/7P/8/P1k5/8/6P1/1BP2N1K/R7 b - - 2 67,c5d5,-1
8/7P/8/P2k4/8/6P1/1BP2N1K/R7 w - - 3 68,b2f6,1
8/7P/5B2/P2k4/8/6P1/2P2N1K/R7 b - - 4 68,d5c5,-1
8/7P/5B2/P1k5/8/6P1/2P2N1K/R7 w - - 5 69,g3g4,1
8/7P/5B2/P1k5/6P1/8/2P2N1K/R7 b - - 0 69,c5d5,-1
8/7P/5B2/P2k4/6P1/8/2P2N1K/R7 w - - 1 70,f6c3,1
8/7P/8/P2k4/6P1/2B5/2P2N1K/R7 b - - 2 70,d5c5,-1
8/7P/8/P1k5/6P1/2B5/2P2N1K/R7 w - - 3 71,g4g5,1
8/7P/8/P1k3P1/8/2B5/2P2N1K/R7 b - - 0 71,c5d5,-1
8/7P/8/P2k2P1/8/2B5/2P2N1K/R7 w - - 1 72,g5g6,1
8/7P/6P1/P2k4/8/2B5/2P2N1K/R7 b - - 0 72,d5c5,-1
8/7P/6P1/P1k5/8/2B5/2P2N1K/R7 w - - 1 73,c3e5,1
8/7P/6P1/P1k1B3/8/8/2P2N1K/R7 b - - 2 73,c5d5,-1
8/7P/6P1/P2kB3/8/8/2P2N1K/R7 w - - 3 74,e5b2,1
8/7P/6P1/P2k4/8/8/1BP2N1K/R7 b - - 4 74,d5c5,-1
8/7P/6P1/P1k5/8/8/1BP2N1K/R7 w - - 5 75,f2g4,1
8/7P/6P1/P1k5/6N1/8/1BP4K/R7 b - - 6 75,c5d5,-1
8/7P/6P1/P2k4/6N1/8/1BP4K/R7 w - - 7 76,b2e5,1
8/7P/6P1/P2kB3/6N1/8/2P4K/R7 b - - 8 76,d5c5,-1
8/7P/6P1/P1k1B3/6N1/8/2P4K/R7 w - - 9 77,g4f6,1
8/7P/5NP1/P1k1B3/8/8/2P4K/R7 b - - 10 77,c5b5,-1
8/7P/5NP1/Pk2B3/8/8/2P4K/R7 w - - 11 78,h2g3,1
8/7P/5NP1/Pk2B3/8/6K1/2P5/R7 b - - 12 78,b5c5,-1
8/7P/5NP1/P1k1B3/8/6K1/2P5/R7 w - - 13 79,g3g4,1
8/7P/5NP1/P1k1B3/6K1/8/2P5/R7 b - - 14 79,c5b5,-1
8/7P/5NP1/Pk2B3/6K1/8/2P5/R7 w - - 15 80,a1g1,1
8/7P/5NP1/Pk2B3/6K1/8/2P5/6R1 b - - 16 80,b5c5,-1
8/7P/5NP1/P1k1B3/6K1/8/2P5/6R1 w - - 17 81,f6d5,1
8/7P/6P1/P1kNB3/6K1/8/2P5/6R1 b - - 18 81,c5d5,-1
8/7P/6P1/P2kB3/6K1/8/2P5/6R1 w - - 0 82,g6g7,1
8/6PP/8/P2kB3/6K1/8/2P5/6R1 b - - 0 82,d5c5,-1
8/6PP/8/P1k1B3/6K1/8/2P5/6R1 w - - 1 83,g1c1,1
8/6PP/8/P1k1B3/6K1/8/2P5/2R5 b - - 2 83,c5d5,-1
8/6PP/8/P2kB3/6K1/8/2P5/2R5 w - - 3 84,c1a1,1
8/6PP/8/P2kB3/6K1/8/2P5/R7 b - - 4 84,d5c5,-1
8/6PP/8/P1k1B3/6K1/8/2P5/R7 w - - 5 85,a1a2,1
8/6PP/8/P1k1B3/6K1/8/R1P5/8 b - - 6 85,c5d5,-1
8/6PP/8/P2kB3/6K1/8/R1P5/8 w - - 7 86,a2a1,1
8/6PP/8/P2kB3/6K1/8/2P5/R7 b - - 8 86,d5c5,-1
8/6PP/8/P1k1B3/6K1/8/2P5/R7 w - - 9 87,e5f6,1
8/6PP/5B2/P1k5/6K1/8/2P5/R7 b - - 10 87,c5d5,-1
8/6PP/5B2/P2k4/6K1/8/2P5/R7 w - - 11 88,g4g5,1
8/6PP/5B2/P2k2K1/8/8/2P5/R7 b - - 12 88,d5c5,-1
8/6PP/5B2/P1k3K1/8/8/2P5/R7 w - - 13 89,g5g6,1
8/6PP/5BK1/P1k5/8/8/2P5/R7 b - - 14 89,c5d5,-1
8/6PP/5BK1/P2k4/8/8/2P5/R7 w - - 15 90,h7h8q,1
7Q/6P1/5BK1/P2k4/8/8/2P5/R7 b - - 0 90,d5c5,-1
7Q/6P1/5BK1/P1k5/8/8/2P5/R7 w - - 1 91,h8h7,1
8/6PQ/5BK1/P1k5/8/8/2P5/R7 b - - 2 91,c5d5,-1
8/6PQ/5BK1/P2k4/8/8/2P5/R7 w - - 3 92,c2c4,1
8/6PQ/5BK1/P2k4/2P5/8/8/R7 b - - 0 92,d5c5,-1
8/6PQ/5BK1/P1k5/2P5/8/8/R7 w - - 1 93,h7h4,1
8/6P1/5BK1/P1k5/2P4Q/8/8/R7 b - - 2 93,c5d6,-1
8/6P1/3k1BK1/P7/2P4Q/8/8/R7 w - - 3 94,g6h5,1
8/6P1/3k1B2/P6K/2P4Q/8/8/R7 b - - 4 94,d6c6,-1
8/6P1/2k2B2/P6K/2P4Q/8/8/R7 w - - 5 95,h5h6,1
8/6P1/2k2B1K/P7/2P4Q/8/8/R7 b - - 6 95,c6c7,-1
8/2k3P1/5B1K/P7/2P4Q/8/8/R7 w - - 7 96,a1f1,1
8/2k3P1/5B1K/P7/2P4Q/8/8/5R2 b - - 8 96,c7b7,-1
8/1k4P1/5B1K/P7/2P4Q/8/8/5R2 w - - 9 97,h6h7,1
8/1k4PK/5B2/P7/2P4Q/8/8/5R2 b - - 10 97,b7c7,-1
8/2k3PK/5B2/P7/2P4Q/8/8/5R2 w - - 11 98,h4g5,1
8/2k3PK/5B2/P5Q1/2P5/8/8/5R2 b - - 12 98,c7b7,-1
8/1k4PK/5B2/P5Q1/2P5/8/8/5R2 w - - 13 99,g5g6,1
8/1k4PK/5BQ1/P7/2P5/8/8/5R2 b - - 14 99,b7c7,-1
8/2k3PK/5BQ1/P7/2P5/8/8/5R2 w - - 15 100,g7g8q,1
6Q1/2k4K/5BQ1/P7/2P5/8/8/5R2 b - - 0 100,c7b7,-1
6Q1/1k5K/5BQ1/P7/2P5/8/8/5R2 w - - 1 101,g6g7,1
6Q1/1k4QK/5B2/P7/2P5/8/8/5R2 b - - 2 101,b7c6,-1
6Q1/6QK/2k2B2/P7/2P5/8/8/5R2 w - - 3 102,g7b7,1
6Q1/1Q5K/2k2B2/P7/2P5/8/8/5R2 b - - 4 102,c6b7,-1
6Q1/1k5K/5B2/P7/2P5/8/8/5R2 w - - 0 103,f6g5,1
6Q1/1k5K/8/P5B1/2P5/8/8/5R2 b - - 1 103,b7c7,-1
6Q1/2k4K/8/P5B1/2P5/8/8/5R2 w - - 2 104,g5e7,1
6Q1/2k1B2K/8/P7/2P5/8/8/5R2 b - - 3 104,c7b7,-1
6Q1/1k2B2K/8/P7/2P5/8/8/5R2 w - - 4 105,e7h4,1
6Q1/1k5K/8/P7/2P4B/8/8/5R2 b - - 5 105,b7c7,-1
6Q1/2k4K/8/P7/2P4B/8/8/5R2 w - - 6 106,h7g7,1
6Q1/2k3K1/8/P7/2P4B/8/8/5R2 b - - 7 106,c7b7,-1
6Q1/1k4K1/8/P7/2P4B/8/8/5R2 w - - 8 107,g8e6,1
8/1k4K1/4Q3/P7/2P4B/8/8/5R2 b - - 9 107,b7c7,-1
8/2k3K1/4Q3/P7/2P4B/8/8/5R2 w - - 10 108,h4f6,1
8/2k3K1/4QB2/P7/2P5/8/8/5R2 b - - 11 108,c7b7,-1
8/1k4K1/4QB2/P7/2P5/8/8/5R2 w - - 12 109,f6e5,1
8/1k4K1/4Q3/P3B3/2P5/8/8/5R2 b - - 13 109,b7a7,-1
8/k5K1/4Q3/P3B3/2P5/8/8/5R2 w - - 14 110,e5a1,1
8/k5K1/4Q3/P7/2P5/8/8/B4R2 b - - 15 110,a7a8,-1
k7/6K1/4Q3/P7/2P5/8/8/B4R2 w - - 16 111,e6h3,1
k7/6K1/8/P7/2P5/7Q/8/B4R2 b - - 17 111,a8a7,-1
8/k5K1/8/P7/2P5/7Q/8/B4R2 w - - 18 112,h3h5,1
8/k5K1/8/P6Q/2P5/8/8/B4R2 b - - 19 112,a7a8,-1
k7/6K1/8/P6Q/2P5/8/8/B4R2 w - - 20 113,h5h7,1
k7/6KQ/8/P7/2P5/8/8/B4R2 b - - 21 113,a8a7,-1
8/k5KQ/8/P7/2P5/8/8/B4R2 w - - 22 114,h7h3,1
8/k5K1/8/P7/2P5/7Q/8/B4R2 b - - 23 114,a7a8,-1
